20
348 29712
155 28 530
155 104 904
155 142 298
155 70 347
155 30 741
155 60 159
155 126 8
155 86 486
155 78 162
155 111 256
155 112 690
155 20 560
155 54 789
155 46 448
155 2 400
155 40 180
155 55 536
155 148 24
155 32 922
155 109 765
155 52 540
155 149 629
155 125 651
155 146 247
155 136 68
155 33 859
155 57 91
155 79 208
155 90 942
155 127 928
155 10 486
155 153 136
155 42 955
155 4 469
155 65 89
155 48 152
155 9 746
155 80 599
155 67 501
155 139 758
155 71 891
155 6 321
155 110 132
155 99 725
155 68 872
155 73 103
155 151 488
156 13 12
156 125 183
156 112 648
156 94 813
156 39 321
156 153 367
156 91 137
156 7 348
156 111 484
156 121 781
156 97 378
156 145 897
156 114 624
156 44 621
156 66 514
156 76 247
156 19 817
156 101 286
156 119 502
156 130 199
156 147 803
156 14 737
156 53 370
156 122 692
156 103 730
156 11 99
156 148 703
156 51 539
156 72 865
156 27 127
156 135 53
156 109 693
157 149 816
157 1 671
157 10 815
157 151 206
157 94 369
157 32 916
157 126 32
157 2 670
157 87 265
157 110 508
157 16 856
157 51 698
157 53 696
157 3 28
157 72 140
157 27 31
157 128 782
157 58 318
157 113 175
157 73 660
157 33 121
157 81 99
157 45 116
157 138 716
157 13 646
157 92 68
157 80 188
157 22 542
157 17 767
157 23 632
157 79 834
157 133 78
157 99 288
157 104 14
157 139 330
157 95 465
157 98 315
157 137 87
157 116 908
157 147 923
157 88 455
157 62 391
157 4 516
157 106 966
157 119 589
157 42 309
157 112 66
157 105 278
157 59 420
157 63 477
157 115 698
157 85 562
157 18 88
157 83 152
157 117 247
157 67 265
157 102 136
157 66 677
157 76 564
157 68 190
157 29 905
157 122 581
157 14 12
157 40 14
157 31 4
157 153 467
157 60 144
157 55 849
157 8 416
157 103 9
157 15 963
157 156 232
157 47 304
157 82 663
157 39 121
157 141 877
157 150 303
157 35 173
157 145 396
158 72 225
158 133 604
158 100 469
158 4 807
158 155 730
158 40 515
158 126 330
158 109 939
158 130 967
158 146 305
158 143 984
158 76 825
158 15 234
158 82 797
158 14 835
158 120 352
158 122 542
158 101 132
158 57 310
158 97 12
158 106 739
158 141 318
158 144 390
158 128 248
158 140 834
158 112 252
158 47 275
158 68 897
158 86 136
158 83 27
158 87 106
158 139 502
158 78 133
158 94 932
158 125 195
158 33 696
158 37 152
158 24 271
158 31 357
158 107 856
158 22 706
158 8 373
158 150 965
158 79 536
158 80 297
158 119 128
158 26 45
158 98 423
158 91 190
158 59 579
158 75 45
158 52 189
158 152 381
158 51 426
158 115 245
158 44 140
158 39 896
158 89 426
158 154 829
158 38 912
158 138 59
158 84 31
158 17 756
158 142 738
158 121 874
158 12 193
158 148 510
158 13 317
158 7 821
158 20 670
158 5 80
158 66 336
158 10 356
158 19 872
158 65 7
158 61 769
158 3 553
158 147 755
158 151 224
158 117 587
158 73 127
158 30 580
158 35 418
158 41 770
158 32 213
158 111 671
158 90 237
158 95 226
158 62 275
158 153 178
158 135 767
158 108 737
158 69 857
158 49 302
158 96 878
158 67 251
158 42 245
158 11 507
158 54 645
158 105 542
158 34 365
158 102 618
158 60 696
159 82 291
159 135 408
159 140 619
159 80 451
159 6 78
159 51 992
159 5 396
159 154 410
159 87 517
159 4 598
159 122 476
159 89 331
159 21 730
159 84 472
159 48 509
159 60 364
159 39 892
159 58 712
159 59 102
159 125 63
159 17 105
159 83 983
159 28 10
159 37 722
159 98 104
159 67 485
159 106 289
159 120 181
159 145 996
159 99 161
159 19 97
159 121 808
159 110 346
159 50 637
159 147 742
159 86 495
159 138 48
159 1 513
159 116 618
159 104 355
159 112 849
159 149 430
159 14 632
159 64 510
159 136 96
159 76 692
159 146 43
159 92 493
159 117 197
159 127 541
159 81 452
159 70 735
159 101 268
159 65 435
159 119 692
159 63 769
159 61 353
159 34 282
159 68 177
159 62 834
159 54 801
159 42 610
159 12 521
159 25 221
159 36 159
159 75 871
159 132 388
159 113 754
159 27 679
159 24 362
159 155 548
159 124 213
160 64 286
160 12 525
160 9 496
160 2 99
160 88 40
160 14 99
160 110 643
160 7 303
160 8 84
160 122 353
160 26 386
160 60 244
160 19 804
160 158 836
160 31 339
160 54 945
160 22 257
160 53 876
160 115 672
160 74 695
160 100 757
160 147 257
160 150 538
160 47 630
160 4 350
160 86 272
160 93 647
160 39 852
160 77 742
160 79 764
160 116 470
160 130 855
160 89 164
160 21 260
160 10 905
160 23 880
160 102 725
160 3 667
160 95 822
160 108 744
160 51 251
160 141 792
160 121 7
160 107 118
160 29 354
160 66 169
160 17 70
160 76 299
160 134 507
160 70 711
160 5 432
160 124 249
160 139 961
160 117 8
160 145 642
160 67 461
160 75 509
160 136 950
160 132 414
160 146 677
160 30 36
160 45 920
160 94 45
160 82 543
160 90 681
160 135 842
160 16 876
160 28 761
160 131 838
160 42 304
160 157 772
160 143 333
161 115 769
161 57 967
161 30 289
161 156 683
161 82 451
161 85 115
161 135 571
161 70 288
161 148 52
161 77 920
161 36 12
161 54 950
161 111 937
161 91 133
161 78 684
161 99 822
161 137 748
161 21 993
161 160 242
161 95 840
161 51 466
161 130 582
161 158 770
161 88 949
161 58 939
161 25 582
161 144 113
161 10 724
161 59 577
161 22 41
161 32 27
161 100 286
161 154 755
161 53 39
161 106 190
161 33 489
161 39 300
161 56 870
161 147 439
161 131 625
161 118 960
161 110 9
161 127 729
161 102 427
161 81 892
161 103 543
161 98 229
161 93 792
162 98 701
162 141 804
162 38 673
162 79 539
162 66 292
162 51 850
162 72 180
162 130 167
162 1 186
162 41 649
162 53 57
162 44 649
162 58 767
162 160 640
162 57 990
162 81 615
162 77 967
162 32 382
162 18 885
162 115 346
162 161 302
162 101 136
162 60 535
162 23 957
162 142 582
162 64 391
162 139 761
162 144 558
162 132 867
162 39 215
162 82 278
162 123 126
162 122 343
162 46 745
162 109 482
162 137 30
162 131 638
162 9 615
162 12 741
162 71 170
162 80 795
162 14 322
162 88 942
162 135 666
162 74 832
162 119 543
162 93 771
162 117 862
162 153 440
162 158 826
162 36 952
162 126 592
162 24 607
162 156 57
162 56 28
162 85 821
162 129 937
162 152 177
162 110 46
162 146 119
162 97 907
162 104 843
162 118 812
162 10 755
162 25 163
162 159 124
162 34 112
162 6 661
162 75 100
162 15 350
162 21 55
162 20 913
162 3 121
162 112 2
162 92 983
162 29 224
162 31 536
162 27 900
162 99 94
162 106 12
162 26 405
162 150 822
162 62 561
162 35 804
162 48 954
162 2 166
162 148 561
162 94 976
162 76 985
162 111 861
162 49 346
162 28 733
162 127 542
162 84 216
162 143 382
162 30 644
162 96 603
162 73 9
162 124 779
162 154 224
162 157 718
162 65 244
162 125 883
162 22 613
162 145 14
162 86 584
162 5 199
162 107 423
162 155 795
162 134 726
162 108 999
162 61 7
162 59 640
162 19 147
162 103 183
162 16 657
162 140 285
162 87 126
162 133 902
162 11 546
162 13 436
162 47 455
162 42 59
162 55 859
162 54 514
162 52 902
162 138 23
162 43 38
162 114 402
162 50 94
162 78 970
162 17 940
162 136 671
162 116 995
163 5 613
163 2 415
163 136 823
163 107 757
163 152 570
163 140 728
163 89 771
163 75 610
163 97 964
163 54 302
163 92 622
163 125 81
163 60 161
163 34 905
163 26 634
163 88 709
163 162 910
163 59 127
163 67 158
163 17 552
163 108 309
163 79 633
163 33 249
163 4 765
163 123 467
163 153 690
163 109 105
163 29 387
163 117 276
163 83 930
163 8 921
163 24 471
163 16 860
163 118 143
163 116 394
163 137 575
163 55 465
163 28 566
163 81 224
163 110 589
163 32 287
163 40 431
163 66 770
163 138 410
163 45 781
163 134 307
163 37 289
163 156 59
163 144 341
163 69 650
163 126 35
163 49 402
163 90 687
163 11 83
163 102 594
163 73 497
163 145 687
163 124 909
163 161 619
163 150 69
163 78 178
163 94 527
163 71 110
163 127 772
163 80 836
163 14 70
163 36 733
163 93 51
163 104 350
163 51 679
163 63 889
163 72 307
163 106 93
163 7 507
163 20 506
163 31 570
163 157 421
163 44 15
163 135 170
163 120 12
163 130 438
163 132 422
163 151 98
163 77 768
163 112 293
163 56 51
163 57 382
163 42 740
163 13 639
163 91 262
163 86 704
163 53 915
163 100 32
163 74 813
163 160 179
163 111 754
163 155 255
163 82 44
163 76 601
163 50 282
163 48 845
163 68 14
163 147 142
163 96 136
163 15 358
163 122 903
163 103 569
163 131 617
163 19 832
163 148 803
163 27 41
163 6 707
163 99 243
163 25 692
163 22 55
163 58 1
163 128 10
163 47 262
163 141 630
164 139 74
164 15 75
164 53 43
164 59 758
164 94 791
164 27 449
164 83 189
164 17 433
164 9 578
164 132 925
164 123 636
164 54 263
164 28 802
164 18 485
164 98 267
164 5 398
164 48 117
164 69 633
164 56 647
164 50 670
164 30 717
164 23 216
164 145 80
164 24 403
164 57 235
164 47 373
164 105 140
164 156 404
164 149 678
164 112 194
164 160 329
164 40 533
164 97 471
164 2 143
164 38 384
164 58 906
164 144 730
164 115 179
164 117 961
164 110 519
164 34 389
164 120 192
164 51 758
164 1 777
164 70 256
164 6 575
164 11 434
164 79 449
164 85 300
164 128 539
164 111 360
164 12 762
164 153 175
164 90 182
164 150 374
164 142 559
164 146 357
164 52 878
164 62 380
164 65 995
164 61 884
164 20 140
164 116 668
164 45 789
164 141 164
164 119 272
164 42 604
164 109 313
164 35 334
164 80 100
165 92 34
165 50 54
165 45 620
165 148 397
165 21 369
165 70 20
165 162 560
165 96 875
165 49 405
165 36 323
165 30 210
165 65 58
165 101 39
165 53 139
165 118 193
165 14 696
165 54 617
165 57 858
165 137 503
165 28 856
165 107 630
165 100 721
165 103 344
165 144 635
165 64 304
165 126 192
165 43 41
165 128 693
165 18 363
165 2 344
165 44 963
165 83 895
166 131 114
166 61 277
166 51 974
166 33 192
166 19 418
166 66 864
166 75 144
166 63 333
166 147 186
166 112 372
166 27 60
166 89 180
166 52 421
166 92 110
166 121 724
166 115 132
166 139 617
166 162 992
166 144 425
166 159 15
166 143 370
166 80 484
166 74 327
166 28 719
166 140 720
166 99 215
166 155 681
166 84 874
166 16 618
167 20 995
167 163 937
167 165 318
167 33 512
167 49 211
167 23 98
167 59 323
167 43 591
168 39 162
168 71 731
168 7 698
168 150 566
168 83 412
168 70 815
168 109 536
168 121 879
168 16 445
168 114 972
168 72 302
168 112 757
168 6 167
168 132 711
168 50 752
168 138 74
168 32 794
168 151 299
168 162 73
168 68 301
168 152 30
168 160 742
168 9 509
168 99 362
168 74 80
168 122 87
168 107 383
168 62 357
168 166 366
168 88 808
168 33 353
168 63 458
168 80 316
168 144 604
168 13 569
169 167 563
169 21 904
169 40 150
169 149 151
169 161 719
169 124 559
169 113 625
169 84 37
169 23 296
169 47 797
169 139 82
169 73 286
169 19 337
169 71 273
169 152 898
169 158 547
169 165 322
169 56 46
169 63 453
169 66 916
169 146 50
169 119 47
169 8 792
169 55 222
169 97 595
169 82 147
169 103 51
169 64 741
169 144 414
169 104 571
169 133 963
169 90 217
169 122 411
169 38 161
169 30 261
169 147 59
169 154 786
169 59 401
169 4 92
169 126 735
169 49 865
169 16 467
169 67 377
169 156 125
169 80 802
169 75 305
169 26 131
169 86 231
169 3 722
169 142 134
169 110 564
169 58 645
169 44 795
169 134 344
169 99 618
169 109 469
169 100 642
169 54 431
169 2 646
169 101 766
169 138 3
169 20 330
169 132 141
169 46 946
169 33 26
169 107 523
169 89 888
169 151 141
169 93 983
169 131 495
169 116 195
169 137 957
169 102 639
169 155 36
169 168 331
169 27 535
169 114 558
169 68 585
169 83 615
169 24 326
169 157 61
169 153 554
169 70 851
169 45 569
169 136 271
169 112 83
169 164 726
169 91 49
169 94 929
169 42 520
169 150 805
169 163 660
169 141 525
169 143 758
169 53 846
169 22 341
169 115 935
169 60 841
169 166 547
169 118 49
169 145 592
169 17 838
169 160 837
169 88 317
169 125 934
169 77 921
169 25 679
169 50 366
169 87 951
169 11 327
169 43 68
169 140 706
169 5 608
169 105 748
169 10 312
169 81 56
169 76 919
169 159 659
169 65 825
169 18 674
169 29 683
169 35 563
169 98 79
169 96 738
169 32 117
169 52 542
169 162 27
169 127 51
169 12 291
169 120 690
169 28 772
169 48 832
169 34 113
169 79 857
169 92 771
169 123 775
169 72 836
169 9 191
169 121 892
169 13 5
169 57 858
169 7 103
169 39 371
169 15 139
169 36 819
169 31 229
169 37 138
169 117 264
169 128 7
169 148 584
169 61 76
169 85 653
169 106 561
169 108 660
169 51 449
169 62 26
169 14 328
169 78 242
169 130 133
170 63 188
171 164 101
171 4 486
171 13 892
171 147 812
171 32 424
171 19 150
171 63 900
171 130 376
171 6 347
171 101 7
171 84 588
171 58 255
171 145 54
171 17 173
171 74 896
171 37 101
171 46 682
171 112 41
171 102 905
171 85 654
171 97 452
171 57 844
171 47 789
171 100 568
171 123 380
171 161 975
171 158 812
171 24 598
171 146 641
171 144 359
171 115 1000
171 5 722
171 15 986
171 88 60
171 43 237
171 165 883
171 104 315
171 135 209
171 170 533
171 126 858
171 169 599
171 21 902
171 33 619
171 42 198
171 44 580
171 142 287
171 113 98
171 66 898
171 11 488
171 26 54
171 163 308
171 136 170
171 118 863
171 156 707
171 122 219
171 152 739
171 155 920
171 9 662
171 52 14
171 41 187
171 55 762
171 10 951
171 151 38
171 111 520
171 81 285
171 125 521
171 82 712
171 98 482
171 71 321
171 36 321
171 39 34
171 53 391
171 119 968
171 12 973
171 167 730
171 48 710
171 31 805
171 64 775
171 137 620
171 8 768
171 16 690
171 34 936
171 93 484
171 129 847
171 124 813
171 28 563
171 75 475
171 20 758
171 159 345
171 166 555
171 133 546
171 23 343
171 40 791
171 121 602
171 70 759
171 139 275
171 162 495
171 1 470
171 103 493
171 3 524
171 107 453
171 110 919
171 14 36
171 128 952
171 96 234
171 140 601
171 157 1000
171 154 285
171 68 149
171 62 967
171 87 442
171 131 858
171 86 598
171 65 116
171 105 301
171 78 81
171 92 157
171 117 823
171 73 853
171 150 459
171 153 946
171 67 214
171 61 483
171 168 755
171 54 914
171 116 269
171 25 909
171 22 539
171 160 364
171 143 57
171 7 981
171 106 341
171 108 17
171 138 877
171 18 140
171 79 80
171 45 243
171 38 574
171 29 482
171 50 83
171 127 668
171 120 734
171 80 732
171 132 579
172 7 397
172 32 830
172 15 177
172 14 684
172 63 576
172 160 271
172 137 25
172 157 47
172 44 302
172 73 339
172 115 188
172 20 853
172 152 869
172 8 585
172 168 323
172 71 931
172 61 161
172 156 133
172 129 770
172 59 562
172 86 213
172 19 47
172 107 353
172 1 266
172 23 984
172 51 582
172 124 898
172 87 683
172 121 758
172 11 380
172 102 763
172 84 119
172 50 50
172 22 969
172 89 772
172 34 958
172 111 436
172 33 676
172 83 704
172 141 417
172 123 206
172 62 976
172 80 565
172 151 464
172 131 458
172 106 635
172 6 877
172 12 555
172 17 81
172 110 714
172 27 657
172 30 222
172 108 578
172 43 142
172 148 1000
172 29 750
172 130 490
172 100 9
172 103 232
172 134 813
172 5 462
172 49 756
172 21 741
172 117 378
172 136 41
172 52 526
172 138 197
172 64 121
172 105 839
172 26 364
172 24 385
172 77 102
172 42 137
172 99 785
172 165 612
172 143 127
172 163 322
172 9 597
172 56 405
172 70 614
172 127 735
172 142 429
172 72 38
172 167 490
172 162 881
172 40 350
172 81 728
172 133 355
172 60 854
172 90 345
172 46 264
172 48 428
172 85 978
172 76 128
172 170 469
172 53 563
172 65 45
172 82 936
172 45 404
172 41 896
172 94 918
172 28 455
172 96 422
172 69 622
172 171 458
172 145 953
172 132 577
172 31 225
172 146 900
172 92 662
172 104 649
172 155 869
172 93 641
172 153 489
172 169 345
172 88 268
172 54 981
172 109 842
172 116 146
172 74 87
172 159 686
172 68 856
172 38 262
172 39 13
172 135 252
172 112 1000
172 140 867
172 97 782
172 18 898
172 122 745
172 164 428
172 2 438
172 10 585
172 147 686
172 98 178
172 150 781
172 161 229
172 13 227
173 145 122
173 140 220
173 163 209
173 56 714
173 46 104
173 10 468
173 64 467
173 171 31
173 55 835
173 34 726
173 98 236
173 68 771
173 141 814
173 33 864
173 126 64
173 47 328
173 70 452
173 86 430
173 133 867
173 61 564
173 120 546
173 119 479
173 129 54
173 157 631
173 153 651
173 85 783
173 112 127
173 123 279
173 24 255
173 81 885
173 30 498
173 40 895
173 95 703
173 67 796
173 27 268
173 42 611
173 110 101
173 15 169
173 75 345
173 82 596
173 12 41
173 118 156
173 162 196
173 146 392
173 69 490
173 17 28
173 151 928
173 113 896
173 71 51
173 29 662
173 54 208
174 132 306
174 52 373
174 53 651
174 97 425
175 18 414
175 58 745
175 115 211
175 128 862
175 102 738
175 164 726
175 118 678
175 11 134
175 107 215
175 67 815
175 61 304
175 33 976
175 151 976
175 26 145
175 4 200
175 92 180
175 94 388
175 74 527
175 46 965
175 62 118
175 6 210
175 100 39
175 47 272
175 147 912
175 29 974
175 22 835
175 110 216
175 148 194
175 7 626
175 45 928
175 134 771
175 14 171
175 93 221
175 117 882
175 88 594
175 15 58
175 66 198
175 13 352
175 91 192
175 108 488
175 78 693
175 50 841
175 77 400
175 65 955
175 123 685
175 31 799
175 9 97
175 135 919
175 21 404
175 52 448
175 146 209
175 129 274
175 1 144
175 109 241
175 42 642
175 48 666
175 150 446
175 105 864
175 143 393
175 111 306
175 131 966
175 139 843
175 149 803
175 101 28
175 130 172
175 156 11
175 71 146
175 39 377
175 166 24
175 85 743
175 137 235
175 119 326
175 87 173
175 122 604
175 24 82
175 56 551
176 72 548
176 161 56
176 57 912
176 79 946
176 69 531
176 169 748
176 4 129
176 41 192
176 82 838
176 108 795
176 167 599
176 120 855
176 147 927
176 103 257
176 89 794
176 59 10
176 73 313
176 6 56
176 173 839
176 29 153
176 28 440
176 155 801
176 162 521
176 27 539
176 138 412
176 143 654
176 156 467
176 49 182
176 175 930
176 133 713
176 151 21
176 153 812
176 60 694
176 102 864
176 21 741
176 62 777
176 104 764
176 1 4
176 136 336
176 43 257
176 124 208
176 65 183
176 101 906
176 149 340
176 105 753
176 87 660
176 146 488
176 84 49
176 37 732
176 83 722
176 68 429
176 53 780
176 7 726
176 126 979
176 145 513
176 38 669
176 159 996
176 51 933
176 8 57
176 171 453
176 63 274
176 23 817
176 85 487
176 10 164
176 58 213
176 170 818
176 97 865
176 30 958
176 144 234
176 42 1
176 114 181
176 106 32
176 166 547
176 22 84
176 100 667
176 95 773
176 99 331
176 129 93
176 94 61
176 33 813
176 174 652
176 15 225
176 66 791
176 128 901
176 86 723
176 25 448
176 75 900
176 135 630
176 172 871
177 145 211
177 12 29
177 24 321
177 111 163
177 113 373
177 59 325
177 94 782
177 89 476
177 132 96
177 96 186
177 1 45
177 127 630
177 146 190
177 124 692
177 26 983
177 163 611
177 133 694
177 108 356
177 52 808
177 72 796
177 130 326
177 22 81
177 44 964
177 42 523
177 121 624
177 102 222
177 159 934
177 115 705
177 162 964
177 74 417
177 76 867
177 141 629
177 156 835
177 7 323
177 27 770
178 135 473
178 4 7
178 106 372
178 12 923
178 169 290
178 23 285
178 113 983
178 94 340
178 51 305
178 125 526
178 97 270
178 173 196
178 36 750
178 10 32
178 154 298
178 54 615
178 162 925
178 109 394
178 21 212
178 124 904
178 73 868
178 175 270
178 47 170
178 144 776
178 5 247
178 123 589
178 33 181
178 68 169
178 3 525
178 85 45
178 137 550
178 126 524
178 91 530
178 139 273
178 29 30
178 133 576
178 6 418
178 107 897
178 76 570
178 40 140
178 24 312
178 71 459
178 87 363
178 49 523
178 110 610
178 18 50
178 149 424
178 84 847
178 99 469
178 63 560
178 117 406
178 127 523
178 112 883
178 50 515
178 9 562
178 158 715
178 122 44
178 43 789
178 134 519
178 80 389
178 151 922
178 13 694
178 170 188
179 55 159
179 70 273
179 85 909
179 58 158
179 110 963
179 108 480
179 66 220
179 6 637
179 40 848
179 132 210
179 166 86
179 60 330
179 91 872
179 45 307
179 133 572
179 102 830
179 174 802
179 141 702
179 87 216
179 3 191
179 49 701
179 173 335
179 134 122
179 38 201
179 56 956
179 1 534
179 175 547
179 33 14
179 116 556
179 74 760
179 12 919
179 109 185
179 162 839
179 68 167
179 130 817
179 24 976
179 120 816
179 95 24
179 67 612
179 59 223
179 156 833
179 171 521
179 53 599
179 155 708
179 131 804
179 101 84
179 69 7
179 31 299
179 167 965
179 18 751
179 81 156
179 71 893
179 72 522
179 34 535
179 14 624
179 39 328
179 35 678
179 42 513
179 98 479
179 93 898
180 48 390
180 156 248
180 91 550
180 18 811
180 168 398
180 92 511
180 162 532
180 4 786
180 145 386
180 137 277
180 67 472
180 27 384
180 173 277
180 25 79
180 35 174
180 36 508
180 43 474
180 90 173
180 40 982
180 39 537
180 20 159
180 131 783
180 141 145
180 129 675
180 120 359
180 116 57
180 72 283
180 127 930
180 59 978
180 123 13
180 174 293
180 76 261
180 22 307
180 1 230
180 7 974
180 140 785
180 152 596
180 110 27
180 138 460
180 12 984
180 178 481
180 68 571
180 121 585
180 151 137
180 134 500
180 81 220
180 66 570
180 149 225
180 118 722
180 51 213
180 158 987
180 53 335
180 3 672
180 56 281
180 16 840
180 93 177
180 172 881
180 87 488
180 71 102
180 57 19
180 33 550
180 60 706
180 37 298
180 41 68
180 96 9
180 142 839
180 155 642
180 111 240
180 8 675
180 63 32
180 160 501
180 54 913
180 13 644
180 85 848
180 42 777
180 49 713
180 147 386
180 163 487
180 101 975
180 102 812
180 157 546
180 10 884
180 99 725
180 74 882
180 105 267
180 154 366
180 78 538
180 126 361
180 143 684
180 164 251
180 108 239
180 52 333
180 122 635
180 24 136
180 31 286
180 107 760
180 23 531
180 88 971
180 89 302
180 135 46
180 159 196
180 70 261
181 129 258
181 157 328
181 103 282
181 84 148
181 75 962
181 100 200
181 34 509
181 15 863
181 175 115
181 170 344
181 59 547
181 117 284
181 58 877
181 47 510
181 46 543
181 95 138
181 69 357
181 20 839
181 79 961
181 9 203
181 63 457
181 141 16
181 110 29
181 68 30
181 41 847
181 8 991
181 145 523
181 180 952
181 81 757
181 158 386
181 54 304
181 26 626
181 90 89
182 21 126
182 50 970
182 66 157
182 181 447
182 117 345
182 43 885
182 74 709
182 125 471
182 30 978
182 159 591
182 162 16
182 95 15
182 42 631
182 85 726
182 12 565
182 72 975
182 155 961
182 112 693
182 142 804
182 96 915
182 69 918
182 140 895
182 173 854
182 48 671
182 137 721
182 25 838
182 124 399
182 52 715
182 6 245
182 171 819
182 114 615
182 5 591
182 55 124
182 87 105
182 14 680
182 141 845
182 115 514
182 37 883
182 157 959
182 47 467
182 2 982
182 118 966
182 84 285
182 8 514
182 111 890
182 174 496
182 92 285
182 104 738
182 58 659
182 180 764
182 22 7
182 121 63
182 10 106
182 76 347
182 3 895
182 143 816
182 31 106
182 179 416
182 132 641
182 158 243
182 64 56
182 4 416
182 68 84
182 16 834
182 160 675
182 161 37
182 71 709
182 156 434
182 168 150
182 116 941
182 110 924
182 88 983
182 27 974
182 36 359
182 144 373
182 148 665
182 78 456
182 86 614
182 172 252
182 18 734
182 151 821
182 54 498
182 83 799
182 130 606
182 126 801
182 176 24
182 1 54
182 98 975
182 79 965
182 82 151
182 113 805
182 89 892
182 107 382
182 145 279
182 122 607
182 81 48
182 150 308
182 13 71
182 106 338
182 11 882
182 33 560
182 93 355
182 80 572
182 77 874
182 39 314
182 94 311
182 105 46
182 165 573
182 146 922
182 20 306
182 40 24
182 163 957
182 169 774
182 56 929
182 147 795
182 134 677
182 136 182
182 24 328
182 135 364
182 166 600
182 32 922
182 41 321
182 103 647
182 9 170
182 63 79
182 75 954
182 28 811
182 26 278
182 175 178
182 29 711
182 101 679
182 128 894
182 38 174
182 119 354
182 23 93
182 34 302
182 91 180
183 162 995
183 165 839
183 56 513
183 102 706
183 8 427
183 107 42
183 23 979
183 11 512
183 164 560
183 121 140
183 93 924
183 101 7
183 77 916
183 176 285
183 99 778
183 149 637
183 154 835
183 180 959
183 80 744
183 152 622
183 30 965
183 44 556
183 85 856
183 55 784
183 170 788
183 104 361
183 52 220
183 79 887
183 18 461
183 117 688
183 144 719
183 22 303
183 75 138
183 123 760
183 62 561
183 136 222
183 132 112
183 73 705
183 168 433
183 97 753
183 158 674
183 32 759
183 36 750
183 5 208
183 116 390
183 16 146
183 161 71
183 112 634
183 51 182
183 153 789
183 82 697
183 64 393
183 34 362
183 46 518
183 137 352
183 166 650
183 124 737
183 14 230
183 150 593
183 47 858
183 179 828
183 177 278
183 29 434
183 134 109
183 103 807
183 70 328
183 90 659
183 25 828
183 147 596
183 106 842
183 148 562
183 53 18
183 31 669
183 156 741
183 173 987
183 174 415
183 163 827
183 122 224
183 92 993
183 89 305
183 4 352
183 72 281
183 37 176
183 105 187
183 118 764
183 66 155
183 15 941
183 131 560
183 125 791
183 19 740
183 115 933
183 88 776
183 78 969
183 81 383
183 59 413
183 54 639
183 169 490
183 39 752
183 172 44
183 141 561
183 181 512
183 28 614
183 91 959
183 86 805
183 20 441
183 1 815
183 42 483
183 12 977
183 151 474
183 167 180
183 50 566
183 71 488
183 26 561
183 76 489
183 110 598
183 58 337
183 142 923
183 113 563
183 127 62
183 119 682
183 84 328
183 128 382
183 143 209
183 146 320
183 155 975
183 57 204
183 6 176
183 95 945
183 100 666
183 67 208
183 38 57
183 61 461
183 69 762
183 120 333
183 43 173
183 49 247
183 27 583
183 40 709
183 135 125
183 182 46
183 7 21
183 68 509
183 133 206
183 138 569
183 13 458
183 171 663
184 73 800
184 67 85
184 46 284
184 152 328
184 28 17
184 118 707
184 33 712
184 172 951
184 45 909
184 39 604
184 179 590
184 164 662
184 91 717
184 175 821
184 125 15
184 15 269
184 19 831
184 22 338
184 51 235
184 181 291
184 13 694
184 144 241
184 130 735
184 61 483
184 31 949
184 79 817
184 80 898
184 66 287
184 137 220
184 84 657
184 107 133
184 108 15
185 109 797
185 63 815
185 4 660
185 99 319
185 120 401
185 78 192
185 90 464
185 81 978
185 17 832
185 91 354
185 69 143
185 85 539
185 62 689
185 48 187
185 13 956
185 66 838
185 80 890
185 181 902
185 67 825
185 108 897
185 28 800
185 175 250
185 133 412
185 106 850
185 30 448
185 40 371
185 45 866
185 31 99
185 163 317
185 24 100
185 22 673
185 3 733
185 74 186
185 38 954
185 104 705
185 112 37
185 138 230
185 165 755
185 153 933
185 61 737
185 184 469
185 58 925
185 43 463
185 167 731
185 19 34
185 144 142
185 127 193
185 51 623
185 2 525
185 178 470
185 177 289
185 46 861
185 142 377
185 79 46
185 35 816
185 152 352
185 15 352
185 73 290
185 170 731
185 32 553
185 171 949
185 72 95
185 16 774
185 84 142
185 129 7
185 20 578
185 117 85
185 60 722
185 137 823
185 100 838
185 97 558
185 161 347
185 103 433
185 29 980
185 102 198
185 135 324
185 121 152
185 39 523
185 52 293
185 158 518
185 56 540
185 130 17
185 94 607
185 42 772
185 8 925
185 131 25
185 140 585
185 122 636
185 65 612
185 57 553
185 44 110
185 168 596
185 1 394
185 14 381
185 26 84
185 82 702
185 154 585
185 77 228
185 34 322
185 64 885
185 71 932
185 164 796
185 49 396
185 115 743
185 105 25
185 124 443
185 76 69
185 47 125
185 33 214
185 59 52
185 53 612
185 139 443
185 123 411
185 21 394
185 96 414
185 5 103
185 107 716
185 83 971
185 113 594
185 54 497
185 50 886
185 157 300
185 101 768
185 125 59
185 173 165
185 176 370
185 89 470
185 128 404
185 159 115
185 98 304
185 182 160
185 55 410
185 6 854
185 143 974
186 103 870
186 121 395
186 140 555
186 94 281
186 90 423
186 82 152
186 57 252
186 25 376
186 9 915
186 116 354
186 114 432
186 62 785
186 108 579
186 88 630
186 7 530
186 37 773
186 168 604
186 142 832
186 46 226
186 110 13
186 3 399
186 14 499
186 12 667
186 184 782
186 127 305
186 43 533
186 147 361
186 171 136
186 41 708
186 81 86
186 40 488
186 150 729
186 160 236
186 18 485
186 105 248
186 1 780
186 136 637
186 107 288
186 83 224
186 42 207
186 102 247
186 86 164
186 51 316
186 162 565
186 153 211
186 24 883
186 111 323
